,Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,Today_Return,Predict_Return,SMA,EMA,RSI,MACD,ROC,Bollinger_Bands_lower,Bollinger_Bands_upper,CCI
2857,7/3/1991,1.1447,1.1447,1.1447,1.1447,0.0031000000000001027,-0.0038000000000000256,1.1602299999999999,1.1855372270924656,49.835345773875005,-0.01954068778599316,0.002715487035739403,1.1400184884257984,1.1933915115742018,-145.07994066260133
2858,7/4/1991,1.1409,1.1409,1.1409,1.1409,-0.0038000000000000256,0.0033000000000000806,1.15755,1.1838273373556367,51.126126126126245,-0.01564859001664476,-0.0033196470691010966,1.1389020646499053,1.1888479353500943,-157.18806123321417
2859,7/5/1991,1.1442,1.1442,1.1442,1.1442,0.0033000000000000806,0.009299999999999864,1.15581,1.1815021187431314,40.384615384615586,-0.013780598162062674,0.002892453326321396,1.1375839029174297,1.1859860970825704,-119.08309067515376
2860,7/8/1991,1.1535,1.1535,1.1535,1.1535,0.009299999999999864,-0.00019999999999997797,1.15387,1.180214577573511,46.224961479198676,-0.012064945990762022,0.008127949659150379,1.137964378226698,1.1826356217733018,-47.887323943661215
2861,7/9/1991,1.1533,1.1533,1.1533,1.1533,-0.00019999999999997797,-0.001100000000000101,1.15276,1.1772378554454948,47.21804511278194,-0.010147656295991458,-0.00017338534893799565,1.138745154152754,1.1789648458472464,-41.769272703349436
2862,7/10/1991,1.1522,1.1522,1.1522,1.1522,-0.001100000000000101,-0.010099999999999998,1.15071,1.1810996897625559,50.15974440894566,-0.010198614647106918,-0.000953784791468049,1.1382826801567363,1.177727319843264,-44.57669418314662
2863,7/11/1991,1.1421,1.1421,1.1421,1.1421,-0.010099999999999998,0.0233000000000001,1.14815,1.1815321284187006,52.420701168614265,-0.009236468847961365,-0.008765839264016662,1.1362215374514781,1.1776684625485225,-108.68093050497167
2864,7/12/1991,1.1654,1.1654,1.1654,1.1654,0.0233000000000001,0.0017000000000000348,1.1492,1.178518230188086,63.767168083714886,-0.006638352260611491,0.020401015672883372,1.1364041282111987,1.1771258717888013,64.62235027783436
2865,7/15/1991,1.1671,1.1671,1.1671,1.1671,0.0017000000000000348,-0.0035000000000000586,1.1504999999999999,1.1763927464994968,68.17420435510883,-0.006429190501729964,0.0014587266174704264,1.1362793561528974,1.1777106438471026,73.53503010897454
2866,7/16/1991,1.1636,1.1636,1.1636,1.1636,-0.0035000000000000586,0.006099999999999994,1.1526999999999998,1.178055857205826,71.53729071537278,-0.00516760681435291,-0.002998886128009647,1.1366231929576938,1.1783368070423064,43.6986790431981
2867,7/17/1991,1.1697,1.1697,1.1697,1.1697,0.006099999999999994,0.010800000000000143,1.1552,1.1769163813912218,70.11632571199343,-0.003574526528314692,0.005242351323478854,1.1364231917160614,1.1790068082839387,83.4755354344412
2868,7/18/1991,1.1805,1.1805,1.1805,1.1805,0.010800000000000143,0.011999999999999789,1.15916,1.175703923554535,73.32617257429274,-0.0001369330665177415,0.009233136701718513,1.1352120982804659,1.1814979017195337,144.57320058756494
2869,7/19/1991,1.1925,1.1925,1.1925,1.1925,0.011999999999999789,-0.0004999999999999449,1.16399,1.177323217467904,74.31920027576683,0.0011709953854834865,0.010165184243964242,1.1323842590504998,1.1874157409495,184.8596540969658
2870,7/22/1991,1.192,1.192,1.192,1.192,-0.0004999999999999449,-0.0010999999999998789,1.16784,1.1787105727070675,73.93689986282568,0.004591900953542893,-0.0004192872117399958,1.130428861566081,1.1912811384339186,163.3407630785377
2871,7/23/1991,1.1909,1.1909,1.1909,1.1909,-0.0010999999999998789,0.01419999999999999,1.1716000000000002,1.1809339490143647,73.93689986282595,0.00839231837029586,-0.0009228187919462071,1.1290627175027899,1.1952972824972097,136.40465447637274
2872,7/24/1991,1.2051,1.2051,1.2051,1.2051,0.01419999999999999,-0.011200000000000099,1.17689,1.1835322874060388,86.97318007662862,0.008735462201347355,0.011923755143169023,1.1259509841607473,1.2016490158392525,175.6325749521586
2873,7/25/1991,1.1939,1.1939,1.1939,1.1939,-0.011200000000000099,0.009200000000000097,1.18207,1.183384137691599,68.73801304181052,0.008792889688416183,-0.009293834536553065,1.12506198381942,1.2051580161805802,112.125873853523
2874,7/26/1991,1.2031,1.2031,1.2031,1.2031,0.009200000000000097,-0.007600000000000051,1.18584,1.1805583503091117,71.96422428620573,0.00938185250487722,0.007705838009883656,1.1245268563605777,1.2105131436394225,126.43473934828143
2875,7/29/1991,1.1955,1.1955,1.1955,1.1955,-0.007600000000000051,0.0,1.1886800000000002,1.1807789895428742,67.22365038560415,0.011302929610402357,-0.006317014379519616,1.125410507019659,1.2137694929803409,87.70118638617664
2876,7/30/1991,1.1955,1.1955,1.1955,1.1955,0.0,0.0015000000000000568,1.1918699999999998,1.183466951434255,64.4351464435147,0.01244400236627774,0.0,1.1286919604179748,1.2158780395820248,77.96743940017369
2877,7/31/1991,1.197,1.197,1.197,1.197,0.0015000000000000568,-0.0040999999999999925,1.1945999999999999,1.1827799665113488,59.13461538461537,0.01053774786274042,0.0012547051442911392,1.131970057069686,1.2178299429303137,74.76319350473685
2878,8/1/1991,1.1929,1.1929,1.1929,1.1929,-0.0040999999999999925,0.006999999999999895,1.19584,1.1837315572486355,55.95505617977546,0.01148089947150277,-0.0034252297410192084,1.136885470580099,1.218114529419901,55.058991776904044
2879,8/2/1991,1.1999,1.1999,1.1999,1.1999,0.006999999999999895,0.013700000000000045,1.19658,1.1851909388859843,51.53473344103393,0.014499972560413132,0.005868052644815068,1.141592764344768,1.218977235655232,74.53357145571272
2880,8/5/1991,1.2136,1.2136,1.2136,1.2136,0.013700000000000045,0.007600000000000051,1.19874,1.187008575501868,49.8905908096279,0.016706216297312837,0.011417618134844609,1.1440540521969966,1.2225259478030033,117.14915162524646
2881,8/6/1991,1.2212,1.2212,1.2212,1.2212,0.007600000000000051,-0.0040999999999999925,1.20177,1.1887553132481987,45.99056603773579,0.0188850347312417,0.006262359920896549,1.1466736378637268,1.2266963621362732,138.3963030163298
2882,8/7/1991,1.2171,1.2171,1.2171,1.2171,-0.0040999999999999925,-0.0014000000000000679,1.20297,1.187715612470762,55.24079320113318,0.018114848779534176,-0.0033573534228627517,1.1511232943938807,1.2287367056061191,119.76021510115953
2883,8/8/1991,1.2157,1.2157,1.2157,1.2157,-0.0014000000000000679,-0.005600000000000049,1.2051500000000002,1.1875953467228944,58.089668615984294,0.020111769744058483,-0.001150275244433545,1.1600381725251663,1.2271818274748338,115.09104644801592
2884,8/9/1991,1.2101,1.2101,1.2101,1.2101,-0.005600000000000049,-0.0021999999999999797,1.20585,1.1869354713797813,61.06557377049168,0.01683962005272588,-0.004606399605165789,1.1641857217391172,1.2275042782608825,79.0221322948578
2885,8/12/1991,1.2079,1.2079,1.2079,1.2079,-0.0021999999999999797,-0.0024999999999999467,1.2070900000000002,1.1882852765979577,68.16102470265318,0.01566499244355013,-0.0018180315676390214,1.1687392781870134,1.2270307218129863,59.1894327802492
2886,8/13/1991,1.2054,1.2054,1.2054,1.2054,-0.0024999999999999467,-0.0025999999999999357,1.20808,1.188428775380654,73.98692810457513,0.01328643933486151,-0.00206970775726463,1.175313217825956,1.224636782174044,36.351453220537785
2887,8/14/1991,1.2028,1.2028,1.2028,1.2028,-0.0025999999999999357,0.0022999999999999687,1.20866,1.1890329425737003,75.4666666666667,0.012137864537122622,-0.0021569603451136016,1.1812454862702102,1.2220145137297902,9.094442285269272
2888,8/15/1991,1.2051,1.2051,1.2051,1.2051,0.0022999999999999687,-0.018299999999999983,1.2098799999999998,1.188107082572342,71.95121951219521,0.012724894062644099,0.0019122048553375196,1.1848992205068933,1.2208207794931067,19.70963484381889
2889,8/16/1991,1.1868,1.1868,1.1868,1.1868,-0.018299999999999983,-0.03600000000000003,1.20857,1.187676986700313,48.56341976173799,0.006534924340906301,-0.01518546178740352,1.1838031194335785,1.2213468805664218,-133.38970510516953
2890,8/19/1991,1.1508,1.1508,1.1508,1.1508,-0.03600000000000003,0.011299999999999866,1.20229,1.1860955311691468,20.19758507134995,0.002629020608329924,-0.030333670374115294,1.1713744251944134,1.229655574805587,-326.5299420370783
2891,8/20/1991,1.1621,1.1621,1.1621,1.1621,0.011299999999999866,0.02639999999999998,1.19638,1.1833956404771184,40.963855421686446,0.002080381555725319,0.009819256169621015,1.1656454995550338,1.2325045004449664,-208.60366713681378
2892,8/21/1991,1.1885,1.1885,1.1885,1.1885,0.02639999999999998,0.018200000000000216,1.19352,1.1827975462179325,54.34782608695643,0.0018226620882697553,0.022717494191549763,1.1646312840495137,1.2318587159504868,-53.57118315627638
2893,8/22/1991,1.2067,1.2067,1.2067,1.2067,0.018200000000000216,-0.011700000000000044,1.19262,1.1845061027295134,54.14960922962418,0.0007892527857511489,0.0153134202776611,1.1651394062135516,1.2326305937864488,42.68858906429191
2894,8/23/1991,1.195,1.195,1.195,1.195,-0.011700000000000044,0.00029999999999996696,1.19111,1.184038183377815,50.57351407716375,-0.001026811846133402,-0.009695864755117297,1.1647520531309719,1.2322079468690286,-18.97181486125581
2895,8/27/1991,1.1953,1.1953,1.1953,1.1953,0.00029999999999996696,0.005900000000000016,1.18985,1.1833162502115442,40.55459272097053,-0.001553343989289635,0.0002510460251045748,1.16473840650073,1.2322015934992703,-17.266265421172246
2896,8/28/1991,1.2012,1.2012,1.2012,1.2012,0.005900000000000016,0.0019000000000000128,1.18943,1.1855193947414118,32.79022403258655,-0.000983863747104019,0.004935999330711969,1.1650322791726409,1.2324777208273592,13.3928571428573
2897,8/29/1991,1.2031,1.2031,1.2031,1.2031,0.0019000000000000128,-0.008499999999999952,1.18946,1.186574138054688,32.65306122448979,-0.002482981996550837,0.0015817515817515924,1.1652959718043001,1.2328240281956995,22.060831103588924
2898,8/30/1991,1.1946,1.1946,1.1946,1.1946,-0.008499999999999952,0.0029999999999998916,1.1884099999999997,1.1860635526799546,36.28117913832201,-0.0012069270836183588,-0.007065081871831063,1.1654349139722249,1.2328550860277754,-25.04511702875108
2899,9/2/1991,1.1976,1.1976,1.1976,1.1976,0.0029999999999998916,0.005600000000000049,1.18949,1.188044843225527,48.65649963689179,-0.0018451281077653814,0.0025113008538421994,1.1653153088402104,1.2327446911597897,-7.8394824845131375
2900,9/3/1991,1.2032,1.2032,1.2032,1.2032,0.005600000000000049,0.0005999999999999339,1.19473,1.1874891199842261,46.439393939394,-0.0025493909864897635,0.004676018704074857,1.165394752756472,1.2316252472435283,26.62201282851716
2901,9/4/1991,1.2038,1.2038,1.2038,1.2038,0.0005999999999999339,-0.0009999999999998899,1.1989,1.1892517456146,33.42749529190213,-0.006460626641481504,0.0004986702127659025,1.1660770216867926,1.2292029783132075,37.168889157062324
2902,9/5/1991,1.2028,1.2028,1.2028,1.2028,-0.0009999999999998899,0.0008999999999999009,1.20033,1.189106553758257,28.978224455611354,-0.003721486643817773,-0.0008307027745471755,1.1665315220812096,1.2273184779187905,37.145341025844104
2903,9/6/1991,1.2037,1.2037,1.2037,1.2037,0.0008999999999999009,0.023900000000000032,1.20003,1.1879470161360235,35.37414965986403,0.0014115371522951392,0.0007482540738276528,1.1669821388579777,1.2256678611420224,48.56366779158723
2904,9/9/1991,1.2276,1.2276,1.2276,1.2276,0.023900000000000032,0.0031999999999998696,1.2032900000000002,1.1893937957590994,55.69620253164588,0.005066971417757804,0.019855445709063748,1.1653312692439752,1.2290687307560249,188.7612542688604
2905,9/10/1991,1.2308,1.2308,1.2308,1.2308,0.0031999999999998696,-0.0010999999999998789,1.2068400000000001,1.1893263285997087,54.04284727021445,0.0032308388034827384,0.0026067122841315327,1.1635130333601447,1.2331769666398553,186.3195361386983
2906,9/11/1991,1.2297,1.2297,1.2297,1.2297,-0.0010999999999998789,0.00869999999999993,1.2096900000000002,1.191329037320023,63.69863013698671,0.0037072166957172747,-0.0008937276568084814,1.1622232406333919,1.236896759366608,159.66520103830058
2907,9/12/1991,1.2384,1.2384,1.2384,1.2384,0.00869999999999993,0.0035000000000000586,1.2132200000000002,1.1926608205032057,86.19718309859276,0.006913351302724857,0.00707489631617462,1.1603403707333833,1.2423396292666165,176.19092897214057
2908,9/13/1991,1.2419,1.2419,1.2419,1.2419,0.0035000000000000586,0.005800000000000027,1.21795,1.1950382560456922,86.32558139535008,0.008865976050913549,0.002826227390180926,1.1585300011198207,1.247829998880179,164.15822274982045
2909,9/16/1991,1.2477,1.2477,1.2477,1.2477,0.005800000000000027,-0.00019999999999997797,1.22296,1.1983617049420647,86.37627432808279,0.009972419481540262,0.004670263306224356,1.1582741970870145,1.2541758029129861,154.21798745061403
2910,9/17/1991,1.2475,1.2475,1.2475,1.2475,-0.00019999999999997797,-0.007300000000000084,1.2273900000000002,1.2002616370671257,90.90909090909179,0.011830807567417168,-0.00016029494269454033,1.1671042313228401,1.25501576867716,130.43633890539448
2911,9/18/1991,1.2402,1.2402,1.2402,1.2402,-0.007300000000000084,-0.0025999999999999357,1.23103,1.2016790182692438,72.78481012658233,0.013036145245725272,-0.0058517034068136945,1.1754488627899946,1.254481137210006,91.35833755701842
2912,9/19/1991,1.2376,1.2376,1.2376,1.2376,-0.0025999999999999357,-0.0029000000000001247,1.23451,1.2017211624006954,76.31133671742825,0.013072392371853425,-0.0020964360587001577,1.1786926659838302,1.2561473340161702,72.8440963072587
2913,9/20/1991,1.2347,1.2347,1.2347,1.2347,-0.0029000000000001247,0.015100000000000113,1.23761,1.2061669212761659,65.270935960591,0.01190252591131169,-0.0023432449903039144,1.179721375983291,1.2579186240167095,56.32204291540945
2914,9/23/1991,1.2498,1.2498,1.2498,1.2498,0.015100000000000113,-9.999999999998899e-05,1.23983,1.2081080310255532,74.58314556106362,0.015038162703651548,0.01222969142301783,1.1818467075149897,1.2612732924850107,99.713993149959
2915,9/24/1991,1.2497,1.2497,1.2497,1.2497,-9.999999999998899e-05,-0.009300000000000086,1.2417200000000002,1.209265541467473,75.95227168425875,0.023196476659346654,-8.001280204831892e-05,1.1846819394414325,1.263878060558568,91.94820227157591
2916,9/25/1991,1.2404,1.2404,1.2404,1.2404,-0.009300000000000086,0.0024999999999999467,1.2427899999999998,1.211311825684474,68.53932584269663,0.02038589240095723,-0.007441786028646944,1.187535044244955,1.2649449557550454,53.95930188247771
2917,9/26/1991,1.2429,1.2429,1.2429,1.2429,0.0024999999999999467,-0.0012999999999998568,1.2432400000000001,1.2140118088701748,67.6300578034681,0.015327078476571554,0.002015478877781318,1.190406034052469,1.2660539659475314,59.49749558939753
2918,9/27/1991,1.2416,1.2416,1.2416,1.2416,-0.0012999999999998568,0.012799999999999923,1.2432100000000001,1.2167172889981348,72.21570926143028,0.012953934298828962,-0.001045940944565015,1.1956784470259563,1.2654815529740442,50.414017109656776
2919,9/30/1991,1.2544,1.2544,1.2544,1.2544,0.012799999999999923,-0.0029999999999998916,1.24388,1.2181273927757679,72.12336892052187,0.01501839273428196,0.010309278350515401,1.2005292961461755,1.2663107038538248,105.63415739388691
2920,10/1/1991,1.2514,1.2514,1.2514,1.2514,-0.0029999999999998916,0.0043999999999999595,1.24427,1.219283371793233,76.0000000000001,0.015191073509229991,-0.002391581632652975,1.205161247172407,1.266498752827593,88.13290691421658
2921,10/2/1991,1.2558,1.2558,1.2558,1.2558,0.0043999999999999595,-0.0026999999999999247,1.2458300000000002,1.222636644926475,72.37936772046592,0.013990503216853245,0.0035160620105481534,1.210356731576106,1.266503268423894,113.29984997717088
2922,10/3/1991,1.2531,1.2531,1.2531,1.2531,-0.0026999999999999247,-0.007300000000000084,1.2473800000000002,1.222315935374158,72.62103505843099,0.012134730973504704,-0.0021500238891542637,1.2174513859740566,1.2644386140259434,94.80724606594853
2923,10/4/1991,1.2458,1.2458,1.2458,1.2458,-0.007300000000000084,-0.0029000000000001247,1.2484899999999999,1.2244816316327694,62.440570522979364,0.01188701617228416,-0.005825552629478959,1.2268789765320804,1.2592210234679195,27.03366920619334
2924,10/7/1991,1.2429,1.2429,1.2429,1.2429,-0.0029000000000001247,-0.006999999999999895,1.2478,1.2241756467445173,59.787556904400425,0.00988176009397157,-0.0023278214801734825,1.229274535770822,1.2583554642291779,-10.01121474876222
2925,10/8/1991,1.2359,1.2359,1.2359,1.2359,-0.006999999999999895,-0.007200000000000095,1.24642,1.2246354253035558,61.94968553459121,0.009621546943644699,-0.005631989701504462,1.2302926127295484,1.2578473872704516,-92.88840884543191
2926,10/9/1991,1.2287,1.2287,1.2287,1.2287,-0.007200000000000095,0.005600000000000049,1.24525,1.2249977691746572,65.72052401746718,0.007396315189642788,-0.005825714054535234,1.2300287741780784,1.2580112258219214,-172.85343563127523
2927,10/10/1991,1.2343,1.2343,1.2343,1.2343,0.005600000000000049,-0.0007999999999999119,1.2443899999999997,1.2248078358614487,60.23778071334206,0.004978870355767384,0.0045576625701961825,1.2293870722208629,1.2582429277791374,-104.10569216882392
2928,10/11/1991,1.2335,1.2335,1.2335,1.2335,-0.0007999999999999119,-0.0014000000000000679,1.24358,1.2260957993731962,53.11077389984833,0.004224971614701589,-0.0006481406465202236,1.2282951357621996,1.2584948642378004,-101.93937208643395
2929,10/14/1991,1.2321,1.2321,1.2321,1.2321,-0.0014000000000000679,-0.011099999999999888,1.24135,1.2281848571239997,54.43234836702948,-0.0001408222513252788,-0.0011349817592217818,1.2268866466214674,1.2583433533785326,-104.28961071162934
2930,10/15/1991,1.221,1.221,1.221,1.221,-0.011099999999999888,0.0036999999999998145,1.2383099999999998,1.2289313718649275,52.582159624413364,-0.0002572264056521778,-0.009009009009008919,1.2231508820501102,1.2594291179498893,-181.40366562360003
2931,10/16/1991,1.2247,1.2247,1.2247,1.2247,0.0036999999999998145,0.0023000000000001908,1.2352,1.2282107090344534,46.334519572953326,-0.0015361883128210962,0.003030303030302878,1.2209846876625077,1.260045312337492,-128.0826078153463
2932,10/17/1991,1.227,1.227,1.227,1.227,0.0023000000000001908,0.005599999999999827,1.2325899999999999,1.22797381138282,43.28358208955237,-0.002672437793652227,0.0018780109414552062,1.2196099883435614,1.2603600116564384,-98.33582612317367
2933,10/18/1991,1.2326,1.2326,1.2326,1.2326,0.005599999999999827,0.0029000000000001247,1.23127,1.2273975550804037,43.87755102040812,-0.003475915197881374,0.004563977180113959,1.219375893094309,1.2603841069056907,-54.41770070264566
2934,10/21/1991,1.2355,1.2355,1.2355,1.2355,0.0029000000000001247,-0.005600000000000049,1.23053,1.2274176398004764,43.95844723892843,-0.004864831017128868,0.002352750283952722,1.2191018721282048,1.259228127871795,-28.27386692381721
2935,10/22/1991,1.2299,1.2299,1.2299,1.2299,-0.005600000000000049,-0.005300000000000082,1.22993,1.2271767392843367,45.96912521440835,-0.005133856467243625,-0.004532577903682759,1.2183361618283732,1.2580138381716268,-65.06142506142528
2936,10/23/1991,1.2246,1.2246,1.2246,1.2246,-0.005300000000000082,0.0033000000000000806,1.22952,1.2267239127910097,42.82339043118717,-0.005326063559596639,-0.004309293438491001,1.216722253328756,1.2580477466712439,-95.88989724743153
2937,10/24/1991,1.2279,1.2279,1.2279,1.2279,0.0033000000000000806,-9.999999999998899e-05,1.2288800000000002,1.2270812219949774,37.8320935175345,-0.005733105608514366,0.0026947574718276016,1.2157398067728487,1.2575301932271516,-65.71004081018636
2938,10/25/1991,1.2278,1.2278,1.2278,1.2278,-9.999999999998899e-05,-0.00550000000000006,1.22831,1.2246334341911325,39.18547055586136,-0.004247601803862633,-8.14398566658433e-05,1.214840832165186,1.2570491678348141,-61.84745054861635
2939,10/28/1991,1.2223,1.2223,1.2223,1.2223,-0.00550000000000006,0.009400000000000075,1.22733,1.219671156128757,46.32400780741682,-0.006653646966426008,-0.004479556931096319,1.2142352343957956,1.2544447656042044,-100.22475651377692
2940,10/29/1991,1.2317,1.2317,1.2317,1.2317,0.009400000000000075,0.010399999999999965,1.2284,1.2216717563430037,53.257790368272,-0.006060866997545045,0.007690419700564571,1.214821087838775,1.2518889121612249,-15.755902513327865
2941,10/30/1991,1.2421,1.2421,1.2421,1.2421,0.010399999999999965,0.0040000000000000036,1.23014,1.2260447625528046,60.507419818094576,-0.0047724357332747935,0.008443614516521852,1.2166647383651499,1.24867526163485,101.71502534785942
2942,10/31/1991,1.2461,1.2461,1.2461,1.2461,0.0040000000000000036,0.009200000000000097,1.23205,1.2292936877102874,59.259259259259196,-0.0029085318323121,0.003220352628612836,1.2178882849252073,1.2467517150747929,158.70090982379224
2943,11/1/1991,1.2553,1.2553,1.2553,1.2553,0.009200000000000097,0.01969999999999983,1.2343199999999999,1.2287305425714599,63.76811594202887,-0.0003710641860736885,0.007383035069416658,1.2161623243282988,1.2494276756717013,236.99452401010842
2944,11/4/1991,1.275,1.275,1.275,1.275,0.01969999999999983,-0.005599999999999827,1.23827,1.2305856208550625,71.97943444730055,0.0017808995236590075,0.01569345973074152,1.20986080685923,1.2589391931407694,323.89309932190395
2945,11/5/1991,1.2694,1.2694,1.2694,1.2694,-0.005599999999999827,0.0019000000000000128,1.24222,1.2329060185914182,71.42857142857167,0.004562004836163203,-0.004392156862744963,1.2071699917834295,1.26498000821657,206.49058941987775
2946,11/6/1991,1.2713,1.2713,1.2713,1.2713,0.0019000000000000128,0.0033999999999998476,1.24689,1.2346687333821247,70.90909090909113,0.004786342410696642,0.0014967701276193577,1.205729872594553,1.270680127405447,169.67009305067833
2947,11/7/1991,1.2747,1.2747,1.2747,1.2747,0.0033999999999998476,-0.0046999999999999265,1.2515699999999998,1.2350885438601722,59.88642230252986,0.006031730230881882,0.0026744277511207798,1.2041467586348782,1.276303241365122,150.81752064307847
2948,11/8/1991,1.27,1.27,1.27,1.27,-0.0046999999999999265,-0.0004999999999999449,1.2557899999999997,1.2368635181414713,61.66932482722006,0.008347483722032534,-0.0036871420726444864,1.2038848064330863,1.280215193566914,111.19952257807783
2949,11/11/1991,1.2695,1.2695,1.2695,1.2695,-0.0004999999999999449,0.005699999999999816,1.26051,1.2389010556390139,69.23076923076972,0.009158683450141147,-0.00039370078740153143,1.2042527036464545,1.2835872963535453,94.73723195437265
2950,11/12/1991,1.2752,1.2752,1.2752,1.2752,0.005699999999999816,-0.0010999999999998789,1.26486,1.2404057231671564,67.02290076335919,0.010030796506045547,0.004489956675856491,1.206198076968811,1.2870619230311893,101.62196770292276
2951,11/13/1991,1.2741,1.2741,1.2741,1.2741,-0.0010999999999998789,0.0041999999999999815,1.26806,1.2415917681667017,72.84345047923374,0.01263691975545278,-0.0008626097867000305,1.208294706225785,1.2899052937742153,86.50519031141829
2952,11/14/1991,1.2783,1.2783,1.2783,1.2783,0.0041999999999999815,-0.007600000000000051,1.27128,1.2431530759409484,70.11551983927718,0.01351746978863999,0.0032964445490934633,1.2102934989394873,1.2930365010605127,90.49520088337702
2953,11/15/1991,1.2707,1.2707,1.2707,1.2707,-0.007600000000000051,0.0253000000000001,1.27282,1.2474669981131414,49.35064935064926,0.013437502424612058,-0.005945396229367168,1.2123770831331409,1.2947629168668597,58.77609840621615
2954,11/18/1991,1.296,1.296,1.296,1.296,0.0253000000000001,0.0041999999999999815,1.2749199999999998,1.2498032104970254,69.97840172786195,0.016078103599179716,0.019910285669316206,1.2123795061092835,1.3008104938907168,130.2289458246922
2955,11/19/1991,1.3002,1.3002,1.3002,1.3002,0.0041999999999999815,-0.0033000000000000806,1.278,1.2516307260744406,71.12588284171184,0.021145574817908352,0.0032407407407407263,1.213813740971867,1.3064062590281336,131.5634024678388
2956,11/20/1991,1.2969,1.2969,1.2969,1.2969,-0.0033000000000000806,0.0038000000000000256,1.28056,1.2545830946713852,74.11587659894664,0.019629961438969445,-0.0025380710659899095,1.2177948410627617,1.3096551589372387,114.62877380900909
2957,11/21/1991,1.3007,1.3007,1.3007,1.3007,0.0038000000000000256,0.007500000000000062,1.2831599999999999,1.2568651479276256,73.43816404589887,0.019588695225981168,0.0029300639987663085,1.2218312202315689,1.3128987797684313,124.1827630525079
2958,11/22/1991,1.3082,1.3082,1.3082,1.3082,0.007500000000000062,0.0020999999999999908,1.2869799999999998,1.2596630146833143,67.87148594377507,0.01965843550126456,0.005766125932190407,1.2263394108707635,1.3164305891292365,148.28315376095097
2959,11/25/1991,1.3103,1.3103,1.3103,1.3103,0.0020999999999999908,0.0017000000000000348,1.2910599999999999,1.2616217189753849,66.24472573839667,0.018847927226050443,0.0016052591346888785,1.233681875412863,1.3178881245871374,143.65836654422753
2960,11/26/1991,1.312,1.312,1.312,1.312,0.0017000000000000348,-0.02520000000000011,1.2947399999999998,1.2626096537522589,56.124209315698465,0.01974150276144737,0.001297412806227608,1.2400281506590405,1.31957184934096,129.49929619947565
2961,11/27/1991,1.2868,1.2868,1.2868,1.2868,-0.02520000000000011,-0.0012999999999998568,1.2960099999999999,1.2632065168876405,38.18493150684926,0.019112485493867792,-0.019207317073170815,1.246155185340501,1.317914814659499,20.50961993715795
2962,11/28/1991,1.2855,1.2855,1.2855,1.2855,-0.0012999999999998568,-0.008800000000000141,1.29673,1.2636884034764058,42.80230326295592,0.016386527229390158,-0.0010102580043517694,1.2521306545165238,1.3158793454834763,7.0875754091949945
2963,11/29/1991,1.2767,1.2767,1.2767,1.2767,-0.008800000000000141,0.015600000000000058,1.29733,1.2662416799322673,28.57142857142857,0.014456088626976227,-0.006845585375340444,1.2557958008989318,1.3143541991010685,-42.623576563395766
2964,12/2/1991,1.2923,1.2923,1.2923,1.2923,0.015600000000000058,-0.0025999999999999357,1.29696,1.267250044917887,38.88537048765043,0.013207868699193437,0.012219002114827335,1.2568811356037437,1.314998864396256,32.61371211732809
2965,12/3/1991,1.2897,1.2897,1.2897,1.2897,-0.0025999999999999357,-0.0029000000000001247,1.29591,1.2668721528464717,39.32116554594951,0.014327932998249082,-0.002011916737599579,1.258876362212529,1.3150336377874712,14.785290117555142
2966,12/4/1991,1.2868,1.2868,1.2868,1.2868,-0.0029000000000001247,0.017300000000000093,1.2949,1.2679918850235152,45.179711118575774,0.011890253902430814,-0.002248584942234725,1.2605823223829369,1.3148776776170636,-5.308370672680819
2967,12/5/1991,1.3041,1.3041,1.3041,1.3041,0.017300000000000093,0.01519999999999988,1.29524,1.2692320005854258,52.9276031150851,0.010905517604324455,0.013444202673298176,1.261850557592521,1.3165494424074788,83.84918401800851
2968,12/6/1991,1.3193,1.3193,1.3193,1.3193,0.01519999999999988,0.0028000000000001357,1.29635,1.2729272811745738,60.40756914119353,0.011359501727537413,0.011655547887431852,1.2628351352760714,1.3204948647239279,149.27751519243907
2969,12/9/1991,1.3221,1.3221,1.3221,1.3221,0.0028000000000001357,-0.0020999999999999908,1.29753,1.2744497255193634,60.92889633708401,0.010734450775763626,0.0021223376032745668,1.2644538555849478,1.3241361444150521,146.0538411030863
2970,12/10/1991,1.32,1.32,1.32,1.32,-0.0020999999999999908,-0.006099999999999994,1.2983300000000002,1.2768313272290157,78.23547494620351,0.012313143151858608,-0.0015883821193555636,1.2660448524109833,1.3270251475890162,121.72221501750892
2971,12/11/1991,1.3139,1.3139,1.3139,1.3139,-0.006099999999999994,-0.0020999999999999908,1.30104,1.2779196928580752,73.87518142235113,0.011992619766299395,-0.004621212121212116,1.2689707871023435,1.3280792128976564,81.59745256733513
2972,12/12/1991,1.3118,1.3118,1.3118,1.3118,-0.0020999999999999908,0.0,1.30367,1.2782606482670005,80.10701920050363,0.007588314501928206,-0.0015982951518380324,1.2716401680677212,1.3287598319322784,64.19479800774897
2973,12/13/1991,1.3118,1.3118,1.3118,1.3118,0.0,0.007299999999999862,1.30718,1.2791835493114772,73.63370880267001,0.008043641569537074,0.0,1.2767278791282684,1.327782120871732,57.318720912775234
2974,12/16/1991,1.3191,1.3191,1.3191,1.3191,0.007299999999999862,0.0038000000000000256,1.30986,1.2798018059890268,72.0812182741115,0.007397685322401815,0.005564872694008127,1.277042906872391,1.329777093127609,90.83277853359162
